intertidal_sitename,cbsLat,cbsLong,georegion,bioregion,State_Province,Island,MPA_name,MPA_designation,NMS_name,ASBS_name,site_code,survey_rep,year,species_lump,total_count,number_of_transects,est_swath_area_searched_m2,density_per_m2
Prisoners Harbor,34.02019745,-119.6866334,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",305,1,2002,Pisaster ochraceus,39,11,115.7,0.337078652
Prisoners Harbor,34.02019745,-119.6866334,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",305,2,2003,Pisaster ochraceus,53,11,116.4,0.455326461
Prisoners Harbor,34.02019745,-119.6866334,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",305,3,2004,Pisaster ochraceus,41,11,115,0.356521739
Prisoners Harbor,34.02019745,-119.6866334,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",305,4,2014,Pisaster ochraceus,0,11,113.8,0
Cat Rock,34.00559855,-119.4194123,CA Channel Islands North,Channel Islands North,California,Anacapa,,reference,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,400,3,2014,Pisaster ochraceus,0,11,369.4,0
S Frenchys Cove,34.00655269,-119.411042,CA Channel Islands North,Channel Islands North,California,Anacapa,Anacapa Island Special Closure,SC,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,401,1,2001,Pisaster ochraceus,1,11,671.98,0.00148814
S Frenchys Cove,34.00655269,-119.411042,CA Channel Islands North,Channel Islands North,California,Anacapa,Anacapa Island Special Closure,SC,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,401,2,2005,Pisaster ochraceus,8,11,739.98,0.010811103
S Frenchys Cove,34.00655269,-119.411042,CA Channel Islands North,Channel Islands North,California,Anacapa,Anacapa Island Special Closure,SC,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,401,3,2012,Pisaster ochraceus,5,11,733.32,0.006818306
S Frenchys Cove,34.00655269,-119.411042,CA Channel Islands North,Channel Islands North,California,Anacapa,Anacapa Island Special Closure,SC,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,401,3.1,2014,Pisaster ochraceus,1,11,506,0.001976285
S Frenchys Cove,34.00655269,-119.411042,CA Channel Islands North,Channel Islands North,California,Anacapa,Anacapa Island Special Closure,SC,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,401,4,2014,Pisaster ochraceus,0,11,484.4,0
Middle West,34.00584149,-119.3964276,CA Channel Islands North,Channel Islands North,California,Anacapa,Anacapa Island SMR,SMR,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,402,1,2001,Pisaster ochraceus,44,11,220.4,0.199637024
Middle West,34.00584149,-119.3964276,CA Channel Islands North,Channel Islands North,California,Anacapa,Anacapa Island SMR,SMR,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,402,2,2005,Pisaster ochraceus,83,11,229.8,0.361183638
Middle West,34.00584149,-119.3964276,CA Channel Islands North,Channel Islands North,California,Anacapa,Anacapa Island SMR,SMR,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,402,3,2012,Pisaster ochraceus,230,11,227,1.013215859
Middle West,34.00584149,-119.3964276,CA Channel Islands North,Channel Islands North,California,Anacapa,Anacapa Island SMR,SMR,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,402,3.1,2014,Pisaster ochraceus,21,11,213,0.098591549
Middle West,34.00584149,-119.3964276,CA Channel Islands North,Channel Islands North,California,Anacapa,Anacapa Island SMR,SMR,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,402,4,2014,Pisaster ochraceus,0,11,246.4,0
Middle West,34.00584149,-119.3964276,CA Channel Islands North,Channel Islands North,California,Anacapa,Anacapa Island SMR,SMR,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,402,5,2018,Pisaster ochraceus,0,11,234.8,0
Landing Cove,33.48136644,-119.0291968,CA Channel Islands South,Channel Islands South,California,Santa Barbara,,reference,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,500,1,2001,Pisaster ochraceus,35,11,181.8,0.192519252
Landing Cove,33.48136644,-119.0291968,CA Channel Islands South,Channel Islands South,California,Santa Barbara,,reference,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,500,2,2006,Pisaster ochraceus,7,11,182.4,0.038377193
Landing Cove,33.48136644,-119.0291968,CA Channel Islands South,Channel Islands South,California,Santa Barbara,,reference,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,500,3,2015,Pisaster ochraceus,0,5,56.4,0
Sea Lion Rookery,33.4717384,-119.0307464,CA Channel Islands South,Channel Islands South,California,Santa Barbara,Santa Barbara Island SMR,SMR,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,501,1,2001,Pisaster ochraceus,2,11,465.6,0.004295533
Sea Lion Rookery,33.4717384,-119.0307464,CA Channel Islands South,Channel Islands South,California,Santa Barbara,Santa Barbara Island SMR,SMR,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,501,2,2006,Pisaster ochraceus,5,11,468.8,0.010665529
Sea Lion Rookery,33.4717384,-119.0307464,CA Channel Islands South,Channel Islands South,California,Santa Barbara,Santa Barbara Island SMR,SMR,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,501,3,2015,Pisaster ochraceus,0,11,447,0
Bird Rock,33.451665,-118.4876105,CA Channel Islands South,Channel Islands South,California,Catalina,Blue Cavern Onshore SMCA,SMCA,,"Santa Catalina Island - Subarea One, Isthmus Cove to Catalina Head ASBS",600,1,2002,Pisaster ochraceus,1,11,270,0.003703704
Bird Rock,33.451665,-118.4876105,CA Channel Islands South,Channel Islands South,California,Catalina,Blue Cavern Onshore SMCA,SMCA,,"Santa Catalina Island - Subarea One, Isthmus Cove to Catalina Head ASBS",600,5,2020,Pisaster ochraceus,0,6,150,0
Little Harbor,33.3850252,-118.4752431,CA Channel Islands South,Channel Islands South,California,Catalina,,reference,,"Santa Catalina Island - Subarea Two, North End of Little Harbor to Ben Weston Point ASBS",601,3,2018,Pisaster ochraceus,0,11,228.6,0
Little Harbor,33.3850252,-118.4752431,CA Channel Islands South,Channel Islands South,California,Catalina,,reference,,"Santa Catalina Island - Subarea Two, North End of Little Harbor to Ben Weston Point ASBS",601,4,2020,Pisaster ochraceus,0,11,228.6,0
Goat Harbor,33.41679674,-118.3940712,CA Channel Islands South,Channel Islands South,California,Catalina,Long Point SMR,SMR,,,602,3,2018,Pisaster ochraceus,0,11,136.2,0
Goat Harbor,33.41679674,-118.3940712,CA Channel Islands South,Channel Islands South,California,Catalina,Long Point SMR,SMR,,,602,4,2020,Pisaster ochraceus,0,11,227,0
Two Harbors,33.44435295,-118.4988798,CA Channel Islands South,Channel Islands South,California,Catalina,,reference,,"Santa Catalina Island - Subarea One, Isthmus Cove to Catalina Head ASBS",603,1,2010,Pisaster ochraceus,0,11,220,0
Two Harbors,33.44435295,-118.4988798,CA Channel Islands South,Channel Islands South,California,Catalina,,reference,,"Santa Catalina Island - Subarea One, Isthmus Cove to Catalina Head ASBS",603,2,2013,Pisaster ochraceus,1,11,209,0.004784689
Two Harbors,33.44435295,-118.4988798,CA Channel Islands South,Channel Islands South,California,Catalina,,reference,,"Santa Catalina Island - Subarea One, Isthmus Cove to Catalina Head ASBS",603,3,2018,Pisaster ochraceus,0,11,198.6,0
Big Fisherman Cove,33.44644729,-118.4852585,CA Channel Islands South,Channel Islands South,California,Catalina,Blue Cavern Onshore SMCA,SMCA,,"Santa Catalina Island - Subarea One, Isthmus Cove to Catalina Head ASBS",604,1,2010,Pisaster ochraceus,0,11,250,0
Big Fisherman Cove,33.44644729,-118.4852585,CA Channel Islands South,Channel Islands South,California,Catalina,Blue Cavern Onshore SMCA,SMCA,,"Santa Catalina Island - Subarea One, Isthmus Cove to Catalina Head ASBS",604,3,2018,Pisaster ochraceus,0,11,230.8,0
Big Fisherman Cove,33.44644729,-118.4852585,CA Channel Islands South,Channel Islands South,California,Catalina,Blue Cavern Onshore SMCA,SMCA,,"Santa Catalina Island - Subarea One, Isthmus Cove to Catalina Head ASBS",604,4,2020,Pisaster ochraceus,0,11,249.4,0
Thousand Springs,33.28491024,-119.5297235,CA Channel Islands South,Channel Islands South,California,San Nicolas,,reference,,,700,1,2003,Pisaster ochraceus,0,11,238.6,0
Thousand Springs,33.28491024,-119.5297235,CA Channel Islands South,Channel Islands South,California,San Nicolas,,reference,,,700,2,2007,Pisaster ochraceus,0,11,237.6,0
Thousand Springs,33.28491024,-119.5297235,CA Channel Islands South,Channel Islands South,California,San Nicolas,,reference,,,700,3,2013,Pisaster ochraceus,1,11,240.2,0.004163197
Marker Poles,33.21870049,-119.4957478,CA Channel Islands South,Channel Islands South,California,San Nicolas,,reference,,,701,1,2003,Pisaster ochraceus,714,11,818.62,0.872199555
Marker Poles,33.21870049,-119.4957478,CA Channel Islands South,Channel Islands South,California,San Nicolas,,reference,,,701,2,2007,Pisaster ochraceus,703,11,824,0.85315534
Marker Poles,33.21870049,-119.4957478,CA Channel Islands South,Channel Islands South,California,San Nicolas,,reference,,,701,3,2013,Pisaster ochraceus,277,11,809.98,0.341983753
Tranquility Beach,33.26566754,-119.4921022,CA Channel Islands South,Channel Islands South,California,San Nicolas,,reference,,,702,1,2009,Pisaster ochraceus,14,11,880,0.015909091
Tranquility Beach,33.26566754,-119.4921022,CA Channel Islands South,Channel Islands South,California,San Nicolas,,reference,,,702,2,2013,Pisaster ochraceus,7,11,880,0.007954546
Boy Scout Camp,33.00112008,-118.5483188,CA Channel Islands South,Channel Islands South,California,San Clemente,,reference,,San Clemente Island ASBS,800,3,2019,Pisaster ochraceus,0,11,297.4,0
Eel Point,32.91800734,-118.5466842,CA Channel Islands South,Channel Islands South,California,San Clemente,,reference,,San Clemente Island ASBS,801,1,2009,Pisaster ochraceus,51,11,554,0.092057762
Eel Point,32.91800734,-118.5466842,CA Channel Islands South,Channel Islands South,California,San Clemente,,reference,,San Clemente Island ASBS,801,2,2013,Pisaster ochraceus,52,11,554,0.093862816
Eel Point,32.91800734,-118.5466842,CA Channel Islands South,Channel Islands South,California,San Clemente,,reference,,San Clemente Island ASBS,801,3,2014,Pisaster ochraceus,35,11,556,0.06294964
Eel Point,32.91800734,-118.5466842,CA Channel Islands South,Channel Islands South,California,San Clemente,,reference,,San Clemente Island ASBS,801,4,2020,Pisaster ochraceus,3,11,529,0.005671078
North Head,33.03286655,-118.6005742,CA Channel Islands South,Channel Islands South,California,San Clemente,,reference,,,802,1,2014,Pisaster ochraceus,0,11,456,0
North Head,33.03286655,-118.6005742,CA Channel Islands South,Channel Islands South,California,San Clemente,,reference,,,802,2,2020,Pisaster ochraceus,0,6,456,0
Graduation Point,33.03327434,-118.5755972,CA Channel Islands South,Channel Islands South,California,San Clemente,,reference,,,803,1,2014,Pisaster ochraceus,0,11,530.9,0
Graduation Point,33.03327434,-118.5755972,CA Channel Islands South,Channel Islands South,California,San Clemente,,reference,,,803,2,2020,Pisaster ochraceus,0,11,467,0
La Bufadora,31.72430565,-116.714253,MX Baja,Government Point to Mexico,Baja California Norte,Mainland,,,,,1001,1,2003,Pisaster ochraceus,20,11,315.6,0.063371356
La Chorera,30.47036811,-116.0471147,MX Baja,Government Point to Mexico,Baja California Norte,Mainland,,,,,1002,1,2003,Pisaster ochraceus,11,11,515.2,0.021350932
Punta Baja,29.94896087,-115.8121419,MX Baja,Government Point to Mexico,Baja California Norte,Mainland,,,,,1003,1,2003,Pisaster ochraceus,33,11,1370.4,0.02408056
La Plana,27.848417,-115.163233,MX Baja,Government Point to Mexico,Baja California Sur,Natividad,,,,,1008,1,2007,Pisaster ochraceus,0,6,301,0
Babencho Grande,27.859667,-115.1815,MX Baja,Government Point to Mexico,Baja California Sur,Natividad,,,,,1009,1,2007,Pisaster ochraceus,0,8,382,0
El Tivo,27.8888,-115.219133,MX Baja,Government Point to Mexico,Baja California Sur,Natividad,,,,,1011,1,2007,Pisaster ochraceus,0,7,326.5,0
Punta Libertad,29.83381667,-112.6501333,MX Gulf,Gulf of California,Sonora,Mainland,,,,,2003,1,2003,Pisaster ochraceus,0,11,588.4,0
Graves Harbor,58.27081667,-136.7314833,AK,Alaska to British Columbia,Alaska,Mainland,,,,,3001,1,2003,Pisaster ochraceus,1,11,413.5,0.00241838
Graves Harbor,58.27081667,-136.7314833,AK,Alaska to British Columbia,Alaska,Mainland,,,,,3001,2,2007,Pisaster ochraceus,0,11,413.7,0
Yakobi,58.0815,-136.5545333,AK,Alaska to British Columbia,Alaska,Yakobi,,,,,3002,1,2003,Pisaster ochraceus,41,11,383.8,0.106826472
Yakobi,58.0815,-136.5545333,AK,Alaska to British Columbia,Alaska,Yakobi,,,,,3002,2,2007,Pisaster ochraceus,25,11,342,0.073099415
Port Mary,57.15423333,-135.7545167,AK,Alaska to British Columbia,Alaska,Kruzoff,,,,,3003,1,2003,Pisaster ochraceus,1368,11,715.32,1.9124308
Port Mary,57.15423333,-135.7545167,AK,Alaska to British Columbia,Alaska,Kruzoff,,,,,3003,2,2018,Pisaster ochraceus,8,6,385.34,0.020760887
Palmerston,50.60115,-128.27105,BC,Alaska to British Columbia,British Columbia,Vancouver,,,,,3004,1,2003,Pisaster ochraceus,517,11,1101,0.469573115
Palmerston,50.60115,-128.27105,BC,Alaska to British Columbia,British Columbia,Vancouver,,,,,3004,2,2007,Pisaster ochraceus,284,11,1100,0.258181818
Little Ohiat,48.85275,-125.1825167,BC,Alaska to British Columbia,British Columbia,Vancouver,,,,,3005,1,2003,Pisaster ochraceus,596,11,438.4,1.359489051
Little Ohiat,48.85275,-125.1825167,BC,Alaska to British Columbia,British Columbia,Vancouver,,,,,3005,2,2007,Pisaster ochraceus,239,11,422.4,0.565814394
Duck Island,51.90473333,-128.4810833,BC,Alaska to British Columbia,British Columbia,Goose,,,,,3006,1,2005,Pisaster ochraceus,203,11,695.32,0.291951907
Duck Island,51.90473333,-128.4810833,BC,Alaska to British Columbia,British Columbia,Goose,,,,,3006,2,2017,Pisaster ochraceus,290,11,656.14,0.441978846
Hippa Island,53.54635,-132.9955333,BC,Alaska to British Columbia,British Columbia,Haida Gwaii,,,,,3007,1,2005,Pisaster ochraceus,133,11,497.6,0.267282958
Tow Hill,54.0782,-131.7948,BC,Alaska to British Columbia,British Columbia,Haida Gwaii,,,,,3008,1,2005,Pisaster ochraceus,3,11,658.5,0.004555809
Puffin Bay,56.25735,-134.81857,AK,Alaska to British Columbia,Alaska,Baranoff,,,,,3009,1,2007,Pisaster ochraceus,3,11,232,0.012931035
Sage Rock,57.04869974,-135.3231401,AK,Alaska to British Columbia,Alaska,Baranoff,,,,,3011,1,2012,Pisaster ochraceus,39,11,215.2,0.181226766
Sage Rock,57.04869974,-135.3231401,AK,Alaska to British Columbia,Alaska,Baranoff,,,,,3011,2,2018,Pisaster ochraceus,25,11,215.2,0.116171004
Kayak Island,57.02250405,-135.3538684,AK,Alaska to British Columbia,Alaska,Kayak,,,,,3012,1,2012,Pisaster ochraceus,1600,11,288.4,5.547850208
Kayak Island,57.02250405,-135.3538684,AK,Alaska to British Columbia,Alaska,Kayak,,,,,3012,2,2018,Pisaster ochraceus,453,11,297.6,1.522177419
Pirates Cove,56.98661316,-135.3775476,AK,Alaska to British Columbia,Alaska,Baranoff,,,,,3013,1,2012,Pisaster ochraceus,316,11,450,0.702222222
Pirates Cove,56.98661316,-135.3775476,AK,Alaska to British Columbia,Alaska,Baranoff,,,,,3013,2,2018,Pisaster ochraceus,28,11,457.2,0.061242345
Cape Meares,45.47178823,-123.9720368,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,,,,,4000,1,2013,Pisaster ochraceus,262,11,485.2,0.539983512
Cape Meares,45.47178823,-123.9720368,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,,,,,4000,2,2014,Pisaster ochraceus,34,11,439.4,0.077378243
Seal Rock,44.4999386,-124.0843712,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,Postage Stamp Comparison Area,reference,,,4001,1,2013,Pisaster ochraceus,18,11,203.6,0.088408644
Seal Rock,44.4999386,-124.0843712,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,Postage Stamp Comparison Area,reference,,,4001,2,2014,Pisaster ochraceus,7,11,210,0.033333333
Seal Rock,44.4999386,-124.0843712,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,Postage Stamp Comparison Area,reference,,,4001,3,2019,Pisaster ochraceus,104,11,214.2,0.485527544
Coquille Point,43.11471785,-124.438509,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,,,,,4002,1,2013,Pisaster ochraceus,74,11,219.2,0.337591241
Roads End,45.02574692,-124.0126493,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,Cascade Head Marine Reserve,MR,,,4003,1,2015,Pisaster ochraceus,61,11,835.3,0.073027655
Roads End,45.02574692,-124.0126493,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,Cascade Head Marine Reserve,MR,,,4003,2,2019,Pisaster ochraceus,180,11,828.7,0.217207675
Otter Rock,44.75271518,-124.0660571,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,Otter Rock Marine Reserve,MR,,,4004,1,2015,Pisaster ochraceus,27,11,1221.6,0.022102161
Otter Rock,44.75271518,-124.0660571,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,Otter Rock Marine Reserve,MR,,,4004,2,2019,Pisaster ochraceus,231,11,1222.8,0.188910697
Pyramid Point,41.98984112,-124.2093038,CA North,WA Olympic Coast to San Francisco,California,Mainland,Pyramid Point SMCA,SMCA,,,6000,1,2014,Pisaster ochraceus,20,11,717.32,0.027881559
Pyramid Point,41.98984112,-124.2093038,CA North,WA Olympic Coast to San Francisco,California,Mainland,Pyramid Point SMCA,SMCA,,,6000,2,2018,Pisaster ochraceus,69,11,725.32,0.095130425
Point Saint George,41.78464383,-124.2551271,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,,6001,1,2014,Pisaster ochraceus,364,11,1100,0.330909091
Point Saint George,41.78464383,-124.2551271,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,,6001,2,2018,Pisaster ochraceus,278,2,200,1.39
Point Saint George,41.78464383,-124.2551271,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,,6001,3,2019,Pisaster ochraceus,1229,10,996,1.233935743
Enderts,41.69568148,-124.1436173,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,Redwood NP ASBS,6002,1,2014,Pisaster ochraceus,133,11,270,0.492592593
Enderts,41.69568148,-124.1436173,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,Redwood NP ASBS,6002,2,2014,Pisaster ochraceus,102,6,120,0.85
Enderts,41.69568148,-124.1436173,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,Redwood NP ASBS,6002,3,2018,Pisaster ochraceus,414,11,271.4,1.525423729
Enderts,41.69568148,-124.1436173,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,Redwood NP ASBS,6002,4,2019,Pisaster ochraceus,302,11,231,1.307359307
False Klamath Cove,41.59426408,-124.1053283,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,Redwood NP ASBS,6003,1,2014,Pisaster ochraceus,476,11,443,1.074492099
False Klamath Cove,41.59426408,-124.1053283,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,Redwood NP ASBS,6003,2,2014,Pisaster ochraceus,56,11,387,0.144702842
False Klamath Cove,41.59426408,-124.1053283,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,Redwood NP ASBS,6003,3,2017,Pisaster ochraceus,389,11,441,0.882086168
False Klamath Cove,41.59426408,-124.1053283,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,Redwood NP ASBS,6003,4,2018,Pisaster ochraceus,802,11,441,1.818594104
Palmers Point,41.13121193,-124.1632952,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,,6004,1,2015,Pisaster ochraceus,186,11,2200,0.084545455
Launcher Beach,41.05715455,-124.1453193,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,Trinidad Head ASBS,6005,1,2014,Pisaster ochraceus,150,11,299.4,0.501002004
Launcher Beach,41.05715455,-124.1453193,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,Trinidad Head ASBS,6005,2,2018,Pisaster ochraceus,414,11,299.7,1.381381381
Old Home Beach,41.05527315,-124.1368301,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,,6006,1,2014,Pisaster ochraceus,97,11,444,0.218468469
Mal Coombs,40.02169675,-124.0682503,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,King Range ASBS,6007,1,2014,Pisaster ochraceus,6,11,1100,0.005454546
Mal Coombs,40.02169675,-124.0682503,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,King Range ASBS,6007,2,2018,Pisaster ochraceus,23,11,1100,0.020909091
Abalobadiah Creek,39.56906433,-123.7718204,CA North,WA Olympic Coast to San Francisco,California,Mainland,Ten Mile SMR,SMR,,,6009,1,2015,Pisaster ochraceus,0,11,550,0
Abalobadiah Creek,39.56906433,-123.7718204,CA North,WA Olympic Coast to San Francisco,California,Mainland,Ten Mile SMR,SMR,,,6009,2,2018,Pisaster ochraceus,36,11,551,0.065335753
MacKerricher,39.482595,-123.8035854,CA North,WA Olympic Coast to San Francisco,California,Mainland,MacKerricher SMCA,SMCA,,,6010,1,2015,Pisaster ochraceus,12,11,912,0.013157895
MacKerricher,39.482595,-123.8035854,CA North,WA Olympic Coast to San Francisco,California,Mainland,MacKerricher SMCA,SMCA,,,6010,2,2018,Pisaster ochraceus,46,11,915.2,0.050262238
Fort Bragg,39.43719284,-123.8190998,CA North,WA Olympic Coast to San Francisco,California,Mainland,,,,,6011,1,2015,Pisaster ochraceus,0,11,144.7,0
Treasure Island,33.51350933,-117.7580595,CA South,Government Point to Mexico,California,Mainland,Laguna Beach SMR,SMR,,,6012,1,2017,Pisaster ochraceus,0,10,484,0
Stewarts Point,38.61364065,-123.3675253,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Stewarts Point SMR,SMR,,,6013,1,2017,Pisaster ochraceus,58,6,720,0.080555556
Hakai,51.666633,-128.134883,BC,Alaska to British Columbia,British Columbia,Calvert,,,,,6014,1,2017,Pisaster ochraceus,904,6,195.6,4.621676892
